Country Name,Indicator Name,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
St. Lucia,GDP per capita (current US$),9086.38795485966,9378.98504684792,9843.30853424047,10093.6180163617,10362.351576586,11034.6298291881,11353.7152287809,11591.0804351768,8804.56108865238,9570.99545736375
Latin America & Caribbean,GDP per capita (current US$),10198.3620274421,10338.4246094191,10431.7126226062,8629.00960471388,8350.02062476509,9188.57968317497,8902.39915241187,8699.46071747298,7270.70358438419,8340.3896002879
Least developed countries: UN classification,GDP per capita (current US$),955.345031911494,1017.03363742845,1067.95198501245,1009.42456360179,1025.99897943404,1119.43381110978,1077.49334233358,1105.71706494846,1099.20156053236,1176.97761667496
Low income,GDP per capita (current US$),788.195782278989,789.200761994007,821.336181323024,791.710026392794,764.704885382735,834.490881739881,699.411435185585,720.474279044071,703.733845480583,749.761380371283
Liechtenstein,GDP per capita (current US$),149010.224898665,173030.208279363,178864.851913785,167313.266280449,165642.386275555,171253.964253797,176499.402554134,169049.156850326,,
Sri Lanka,GDP per capita (current US$),3350.52187589289,3610.28936304898,3819.25352972265,3843.78067184442,3886.29150165239,4077.04384087488,4059.20822984654,3848.21237640698,3694.0409479198,3814.71521902039
Lower middle income,GDP per capita (current US$),2138.96515283971,2141.51831890159,2191.98587225912,2109.33450010224,2193.47120765322,2322.90688323402,2335.30312516721,2411.33492174599,2285.71110749433,2581.85719450806
Low & middle income,GDP per capita (current US$),4375.13354981074,4570.56379076939,4661.974204027,4366.05109904441,4349.1472757469,4718.39202030595,4933.69796934306,4993.61938118882,4759.77608177317,5530.43855319337
Lesotho,GDP per capita (current US$),1229.63623247423,1166.9117557183,1194.5756269342,1146.06468787308,1018.78487240325,1102.62972842217,1192.4843195181,1153.38805839164,1050.63163365737,1166.46166656205
Late-demographic dividend,GDP per capita (current US$),7984.73457702361,8544.0761741692,8810.52069614056,8208.05187328733,8179.07087380614,9018.16102880804,9832.14137916349,9974.50591546198,9699.0893745314,11452.8204130159
Lithuania,GDP per capita (current US$),14367.709424872,15729.6524666512,16551.018202078,14263.9645773495,15008.3132445526,16885.4073948373,19186.1812814178,19575.768481407,20232.3020358588,23433.3909073769
Luxembourg,GDP per capita (current US$),112584.676270958,120000.140729859,123678.702143275,105462.012584423,106899.293549552,110193.213797228,117254.740352682,113218.713349678,116356.158037286,135682.794274648
Latvia,GDP per capita (current US$),13847.3379393194,15007.4918561719,15742.3913381908,13786.4567953114,14331.7515885049,15695.1151541059,17865.0310947642,17926.841589919,17703.9534432332,20642.1679221253
"Macao SAR, China",GDP per capita (current US$),76572.1517871286,89260.7571041005,93022.8751422537,74818.948126372,73545.758237307,81019.4737666593,87526.0799912635,86197.3656943949,39403.1359073362,45421.6266348569
St. Martin (French part),GDP per capita (current US$),,,21459.319127858,,,,,,,
Morocco,GDP per capita (current US$),2912.658203125,3121.68017578125,3171.69921875,2875.25805664063,2896.72216796875,3035.45434570313,3226.98291015625,3235.00073242188,3058.69165039063,3496.75830078125
Monaco,GDP per capita (current US$),157520.219426533,177673.74536842,189432.370013147,165989.505113832,170028.655717864,167517.059727856,185978.609251356,189487.14712838,173688.189360292,
Moldova,GDP per capita (current US$),3045.73061215068,3322.04998035759,3328.79433016779,2732.46072997894,2880.43528952658,3509.68682892959,4230.62696856829,4492.10574015947,4525.75965363511,5314.53146055569
Madagascar,GDP per capita (current US$),518.152812673554,541.065943700616,530.861038866614,467.235431614314,475.955556826436,515.29332337359,518.401122965872,526.224572187601,477.613041384398,514.905861752454
Maldives,GDP per capita (current US$),7265.72339947372,7928.47644265061,8499.30714783649,9033.41027034576,9209.44356385479,9577.34694587865,10279.0799751619,10561.6135113508,6924.10574465625,8994.6413517504
Middle East & North Africa,GDP per capita (current US$),8992.17169440284,8666.91024022152,8540.73720649928,7375.4647556023,7307.44845653141,7469.54983375371,7704.42076926474,7587.35559592308,6688.08727950427,7696.86848007217
Mexico,GDP per capita (current US$),10241.727828043,10725.1835873796,10928.9160089988,9616.64555810607,8744.51555912786,9287.84958732302,9686.98492655586,9950.2176218348,8431.66501744762,9926.42276755436
Marshall Islands,GDP per capita (current US$),3181.62470023981,3246.63024959163,3185.26135389889,3199.88684631989,3490.99838885713,3672.57678328424,3793.55098267479,4073.10982973584,4129.850998412,4170.98191821262
Middle income,GDP per capita (current US$),4750.53774365643,4971.54430517873,5074.93248366245,4755.93561006956,4745.70858008481,5154.43109972778,5415.61100632926,5487.84405800544,5237.02247349621,6102.00086882533
North Macedonia,GDP per capita (current US$),4728.30814189843,5241.05834548355,5495.73504918897,4861.55397141497,5149.58907435906,5450.4928808666,6108.74010831698,6070.38805358275,5846.46589856854,6720.89628528501
Mali,GDP per capita (current US$),778.625210866217,805.033940730156,848.278991630744,751.472889186889,780.723549683428,830.021444463375,894.804843529365,879.043167526284,862.453012011092,917.913063250557
Malta,GDP per capita (current US$),22527.6367563271,24771.0765781929,26754.2684451944,24921.6036820869,25624.5372738289,28857.0198686735,31573.1165594518,31185.6496235309,28946.4626770412,33257.4220345104
Myanmar,GDP per capita (current US$),1134.30222376609,1168.16545347384,1210.09765357091,1196.74333308526,1136.61062698511,1151.11446415483,1250.17368502539,1271.11153579726,1450.66267347182,1187.23848416853
Middle East & North Africa (excluding high income),GDP per capita (current US$),5092.95554413995,4601.10314035132,4452.59396420929,3931.55627842464,3962.89879090517,3864.14867651385,3604.9257626831,3574.16267374159,3190.32509710122,3612.2455326111
Montenegro,GDP per capita (current US$),6586.7212793222,7188.86244459584,7387.87103632234,6517.18961381857,7033.43800629478,7803.36257940844,8850.37840418667,8909.89015110329,7694.6337585059,9367.01688364836
Mongolia,GDP per capita (current US$),4351.88846071215,4366.08953699572,4158.52147149753,3875.32167504717,3658.39030030916,3687.10000337811,4156.8469697802,4404.84583020208,4060.95051770038,4534.91858863581
Northern Mariana Islands,GDP per capita (current US$),13736.9719736309,14091.1911802285,15044.9358962767,16314.3835493645,21891.1847936355,27584.7435149329,22886.6740494647,20659.6402915421,,
Mozambique,GDP per capita (current US$),657.645036275496,664.077265653931,673.969476342085,589.85943137707,428.926450298579,461.41492784394,503.302009186097,506.817139131225,448.843891366822,500.444808525879
Mauritania,GDP per capita (current US$),1815.21893947923,1892.09609782498,1677.10901942794,1524.07331727933,1536.85561480047,1587.85890418774,1669.77347632717,1743.30131716071,1702.48695898248,1723.01386575365
Mauritius,GDP per capita (current US$),9291.22761861899,9637.00265000958,10153.9382184867,9260.44730250635,9681.61856689674,10484.9083620411,11208.3438184474,11097.168977137,8632.75285872458,8812.10824897507
Malawi,GDP per capita (current US$),391.561705197224,348.429873679261,371.269521706741,380.596987683774,315.777987100071,506.137294436399,544.593459253286,591.847083709889,636.286309590051,642.656915782777
Malaysia,GDP per capita (current US$),10817.4317100783,10970.1042996033,11319.0619448482,9955.24272167626,9817.78709031009,10259.3048064811,11380.079220974,11432.8260346567,10412.3476677499,11371.099019281
North America,GDP per capita (current US$),51881.1708863839,53234.150098465,54714.4709286191,55452.4213839576,56312.4348848537,58430.1985958821,61158.5635590912,63175.7401302278,61000.8552589461,67514.0231158812
Namibia,GDP per capita (current US$),5942.29273974027,5392.09493825634,5469.90140003637,4896.61526001377,4546.98668754958,5367.11467444788,5588.39286411942,5028.29534239511,4157.01950619148,4729.27093735257
New Caledonia,GDP per capita (current US$),37294.027263924,38503.2630599829,39675.5819387796,32520.3045654611,32391.2019667461,33976.5485264387,36382.4955335221,34788.5403146811,34694.5504017028,
Niger,GDP per capita (current US$),529.744458141694,552.569138963417,564.596748802018,484.153137350801,500.214911266535,517.771572271371,570.723921953592,554.099389259855,567.669892261611,594.925108871258
Nigeria,GDP per capita (current US$),2723.82219093859,2961.54942175947,3098.98579063938,2687.48005643212,2176.00277201515,1968.56539847444,2027.77854863842,2229.8586518613,2097.09247289022,2085.03076477936
Nicaragua,GDP per capita (current US$),1760.46030828841,1811.63680270363,1934.06292227225,2049.8516660809,2107.5740596602,2159.16192554656,2014.57518879047,1924.4718155705,1900.04359427589,2090.75346113141
Netherlands,GDP per capita (current US$),50070.1416045904,52198.8975607454,52900.537415323,45193.4032187971,46039.1059284098,48675.2223350213,53044.5324352253,52476.2732533327,52396.0322099525,58061.0016679359
Norway,GDP per capita (current US$),101524.141851985,102913.450843674,97019.1827527462,74355.5158575643,70460.5605323322,75496.7540581998,82267.809316159,75719.7528965342,67329.6777910967,89202.7505381438
Nepal,GDP per capita (current US$),804.141607295945,823.359874611415,844.853124854118,901.74960773293,899.523581025867,1048.45375534732,1178.52595698425,1194.95723579184,1147.47197125836,1222.87879372246
Nauru,GDP per capita (current US$),9562.66786551324,9648.49565479998,10171.4807258872,8341.01227776155,9521.04210071383,10339.385479551,11614.665076832,11029.7355824213,10580.2681883905,12252.2668014906
New Zealand,GDP per capita (current US$),39973.3807587223,42976.6495882584,44572.8987536626,38630.7265886928,40058.1961621466,42924.9955958449,43250.440973659,42865.233643554,41596.5055023403,48801.6851279674
OECD members,GDP per capita (current US$),37217.7086586364,37477.6790244262,37993.0536793504,35590.7317238657,36037.7677168791,37377.5701846813,39306.7924048156,39478.3119684814,38116.4222248183,42098.6459702322
Oman,GDP per capita (current US$),24988.0125855934,23888.6265839112,23017.9339840457,18444.9270020773,16772.7392134801,17329.1854626719,18947.3664959773,17700.7034900714,14485.3861157973,16439.2964488787
Other small states,GDP per capita (current US$),15212.7384826814,15553.0027386444,15733.9480881852,12780.7263866463,12385.4333120769,13215.4297432555,14368.9269681098,13799.2955301837,11792.0664241862,13776.7558466645
Pakistan,GDP per capita (current US$),1198.11763704007,1208.91771020458,1251.17571867949,1356.66783065763,1540.18450311546,1631.53190936041,1678.04315020006,1481.81386417347,1359.51452156874,1537.93641065523
Panama,GDP per capita (current US$),10722.2614758522,11889.0950650602,12796.0740376761,13630.3011472878,14343.9802550016,15146.4085104476,15544.9990758626,15774.2549523836,12509.8352912602,14516.45804724
Peru,GDP per capita (current US$),6528.9717753128,6756.75299620034,6672.8773725884,6229.10067398112,6204.9964574796,6710.50760214164,6958.49726229132,7023.07752627143,6117.49357129272,6692.24837450351
Philippines,GDP per capita (current US$),2694.30510934442,2871.42970135775,2959.64543521349,3001.04318170863,3073.65468571489,3123.24564174356,3252.11027410706,3485.34084390091,3301.21860257673,3548.82832258057
Palau,GDP per capita (current US$),12044.1054720726,12561.3361358859,13711.7617021277,15876.4619303708,16835.9860029349,16019.9898927509,15895.2598961532,15232.4870840509,14243.8646915764,
Papua New Guinea,GDP per capita (current US$),2790.67630344488,2729.8887512111,2920.78298571159,2679.34657921324,2509.62963689931,2695.24900855956,2801.37139302915,2820.30639749593,2757.01101864579,2916.35734883159
Poland,GDP per capita (current US$),13097.2708482174,13696.4663046143,14271.3058536202,12578.4954734362,12447.4395912808,13864.6817579973,15468.4822194105,15732.2031311754,15742.4537256368,17840.9210506674
Pre-demographic dividend,GDP per capita (current US$),1713.457216015,1822.84052050086,1861.650950308,1563.73118435679,1396.06129643286,1446.5071960353,1438.52951623925,1474.82382199805,1349.15316019379,1437.2085016565
Puerto Rico,GDP per capita (current US$),27944.7338937424,28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7605697675,31604.7015144578,32850.5486123592,31429.8661176558,
"Korea, Dem. People's Rep.",GDP per capita (current US$),,,,,,,,,,
Portugal,GDP per capita (current US$),20563.7136012629,21653.1959752225,22103.7009703321,19250.1065376852,19991.9724878805,21490.429863104,23562.5545228191,23330.817288932,22194.566114935,24262.1809352574
Paraguay,GDP per capita (current US$),5185.14154871279,5936.97595902248,6118.31811031962,5413.77602061858,5324.60906777777,5678.8699722,5782.78454981286,5383.57442150776,4967.68721171529,5400.10382635384
West Bank and Gaza,GDP per capita (current US$),3067.43872735614,3315.29753909282,3352.11259506043,3272.15432360708,3527.61382413178,3620.36048715937,3562.33094270256,3656.85827137011,3233.56863835858,3663.96905468875
Pacific island small states,GDP per capita (current US$),3609.41412396295,3702.43142627227,3970.59544311098,3832.55118119596,3965.89517883793,4222.55737533502,4340.56470402293,4271.58376628044,3785.50340580673,3798.75277714128
Post-demographic dividend,GDP per capita (current US$),42308.7032896047,42546.6783155699,43196.8533125083,40669.0420759149,41401.3778666421,42995.8593515014,45413.5509179499,45728.10122651,44330.3116982257,48916.1765681417
French Polynesia,GDP per capita (current US$),,,,19500.1008550573,20020.0938634051,21127.0643295323,22094.7574631942,21512.2732970947,20182.5845029164,
Qatar,GDP per capita (current US$),85075.9865369665,85050.6843463442,83858.3404554095,63039.1126261242,57162.9680076257,59124.8672675489,65907.9484330735,62087.9741348946,50124.3859361728,61275.9982687563
Romania,GDP per capita (current US$),8507.10477456436,9547.85215096612,10043.6774497614,8969.14892146193,9548.58740298268,10807.0091671993,12398.9819787666,12899.3461112897,12956.5662477568,14861.9091737933
Russian Federation,GDP per capita (current US$),15420.875,15974.64453125,14095.6484375,9313.013671875,8704.8984375,10720.3330078125,11287.3603515625,11536.2509765625,10161.982421875,12172.78515625
Rwanda,GDP per capita (current US$),725.20495213212,722.929086839793,742.966243370171,751.110505478611,744.794385790975,772.294884583004,783.812790116076,820.177239282094,786.301814784707,833.829875672994
South Asia,GDP per capita (current US$),1366.05942528235,1383.31690853857,1496.01499570479,1543.04813072167,1696.73962856355,1911.32975360518,1944.00663468586,1987.5683404338,1875.44139149022,2176.77667126391
Saudi Arabia,GDP per capita (current US$),25243.6019978478,24845.124663596,24464.2125566118,20627.9217793895,19878.7681693177,20802.4617855102,24228.8390391665,23450.5620241541,20203.6688777651,23585.8856300817
Sudan,GDP per capita (current US$),1746.03198242188,1781.01025390625,2022.72424316406,2184.54223632813,2583.447265625,3178.31420898438,773.507080078125,755.328979492188,615.462097167969,764.341003417969
Senegal,GDP per capita (current US$),1317.77980180538,1372.66577931902,1396.65733855586,1219.24941513302,1269.90329385985,1361.70197218375,1458.08158374002,1435.83036653076,1462.80816888438,1606.47206087311
Singapore,GDP per capita (current US$),55546.4885386921,56967.4257940383,57562.5307937678,55646.6187469505,56860.4132375207,61150.7271966595,66859.3383447804,65831.1894308765,60729.4503486794,72794.0030226738
Solomon Islands,GDP per capita (current US$),2141.91404113885,2248.72759351184,2274.96625122036,2167.15539406206,2225.47520383444,2332.89855519863,2411.89790433612,2344.04897615315,2250.6011638607,2336.96813417731
Sierra Leone,GDP per capita (current US$),566.378235059355,716.835826906915,714.699795733977,588.228862794816,501.415165523953,496.682294873131,533.991533265984,521.754836722241,509.376593987322,515.932091834125
El Salvador,GDP per capita (current US$),3428.40933246681,3509.52653622458,3589.04288461991,3705.57970353453,3805.99568574434,3910.25440332717,4052.62477533742,4167.73093878563,3798.63652082321,4408.52036511467
San Marino,GDP per capita (current US$),49988.4636311454,51570.9839547083,50817.3308247802,42662.9024081737,43828.2315473835,45399.0289841537,48996.5929877,47727.1348939463,45515.7576957013,
Somalia,GDP per capita (current US$),,350.168161787649,374.114780718262,386.437816984867,389.822061534191,384.463401435243,389.83139549816,419.39480767899,438.255165584868,445.779016473609
Serbia,GDP per capita (current US$),6015.94522756969,6755.07367461629,6600.05680854589,5588.98072768556,5765.20076202711,6292.54362926707,7252.40185773992,7417.20364852201,7730.69174637698,9214.99354640982
Sub-Saharan Africa (excluding high income),GDP per capita (current US$),1851.8651283776,1912.51133731048,1927.28388723456,1691.41056609812,1536.92933133768,1621.6323409707,1605.49002331914,1617.54193226682,1500.85264844909,1644.48036161356
South Sudan,GDP per capita (current US$),1179.73971108066,1779.47036531513,1322.82036383331,1119.65143716565,,,,,,
Sub-Saharan Africa,GDP per capita (current US$),1852.84089188473,1913.7372257658,1928.53420210314,1692.67429410075,1538.24441673708,1622.98261366666,1606.86341924427,1618.92077064802,1501.77942150021,1645.47294380133
Small states,GDP per capita (current US$),13523.4185104634,13820.5634385582,14001.869338776,11746.8396782772,11348.5705678822,12064.6404914849,13015.085851986,12615.1325542735,10787.6687294932,12394.9259087059
Sao Tome and Principe,GDP per capita (current US$),1330.62011395181,1564.768547927,1770.46768807179,1584.77565743788,1700.09799666364,1813.80743359704,1953.5132573676,1987.57970166818,2157.84044569668,2449.33344243627
Suriname,GDP per capita (current US$),9200.97478600343,9402.1644191114,9471.92200052426,9168.23715664009,5872.78942866166,6295.56056173578,6938.08698147294,6853.69341077988,4916.60566637918,4836.33263325566
Slovak Republic,GDP per capita (current US$),17429.829750132,18208.4175936578,18655.7901089421,16342.2162621093,16512.2929859005,17538.048584386,19389.9821594449,19303.5456581383,19266.5135736247,21087.8461010057
Slovenia,GDP per capita (current US$),22641.805122503,23503.2824850255,24247.1733184083,20890.1664304173,21678.3594670629,23514.0254604147,26116.8563558793,25942.9547741436,25489.5002284083,29200.8198783863
Sweden,GDP per capita (current US$),58037.8213192173,61126.9431963979,60020.3604576572,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606,51939.4297445291,52300.2061994993,60238.9865644922
Eswatini,GDP per capita (current US$),4527.56503878653,4230.17126641521,4039.15934079483,3680.34947283775,3425.53195692846,3914.41848379603,4107.09443109307,3889.85122575483,3434.72179830295,4214.86168781553
Sint Maarten (Dutch part),GDP per capita (current US$),28460.3326151186,27942.8805401415,33043.6883812669,32274.8905524359,31616.6816992667,29369.0568278169,28988.2592085877,,,
Seychelles,GDP per capita (current US$),11998.4198749712,14764.9188581459,15188.1890475154,15157.5018256876,15740.1106283102,16416.726074108,16910.6679212598,17252.0207802609,12193.8868736001,13306.7256006838
Syrian Arab Republic,GDP per capita (current US$),2158.52535064018,1151.90159664863,1179.85829624169,979.144438708991,713.02920396002,955.836559044092,1265.60619039693,,,
Turks and Caicos Islands,GDP per capita (current US$),21345.0259782194,21715.3139665448,23778.5191258375,26183.8850440535,28241.479293178,27545.1287854295,29553.1366979053,31350.8666282662,23879.9266491038,24047.0547086116
Chad,GDP per capita (current US$),967.352948812122,979.811742616759,1020.28797948927,776.019752284262,693.449767448537,665.948884859102,726.151007088549,709.54004317463,652.349209585738,696.422775532126
East Asia & Pacific (IDA & IBRD countries),GDP per capita (current US$),5445.92506974354,5958.15919298037,6371.66041931644,6583.95345551637,6674.25557796987,7238.96996206028,8042.94835173201,8268.3757181668,8361.93814697081,9884.67891392745
Europe & Central Asia (IDA & IBRD countries),GDP per capita (current US$),10432.4712132893,11000.6591158592,10330.8050493611,8019.8978816306,7677.40660561137,8562.5336453887,8876.1572505674,9026.08064607303,8406.89091077412,9782.54196718571
Togo,GDP per capita (current US$),571.806723944167,621.398853574683,640.934219628827,570.909967175308,803.1518934041,830.745276651438,901.523016898937,893.352454121675,914.950792453214,992.328429362491
Thailand,GDP per capita (current US$),5860.58147053475,6168.26135569944,5951.88348654008,5840.05306687798,5993.30551610045,6593.81835157138,7298.94714621349,7814.38443127242,7158.76668372256,7233.38885835752
Tajikistan,GDP per capita (current US$),969.296103880894,1048.22560182624,1104.17235837941,978.404981180605,807.10258610434,848.672379903239,853.218873401321,890.544402355733,852.830987774963,897.087901986119
Turkmenistan,GDP per capita (current US$),6675.17805486958,7304.28577118881,7962.24492480061,6432.68532538494,6387.68257527254,6587.09260439788,6967.37504258806,7612.03518009452,,
Latin America & the Caribbean (IDA & IBRD countries),GDP per capita (current US$),10124.0375657864,10260.5058156794,10349.1233949743,8480.62583140115,8185.14751947639,9037.78117080009,8740.51523365837,8519.25442463844,7062.47559044946,8100.57287507256
Timor-Leste,GDP per capita (current US$),1024.1725080803,1210.03565458064,1232.45033563734,1332.79185551378,1353.75493422806,1299.49463507231,1249.13835051953,1583.71357646622,1442.73073825015,1457.82512795863
Middle East & North Africa (IDA & IBRD countries),GDP per capita (current US$),5116.59518402617,4616.20005048588,4465.58777681331,3939.38409115992,3968.09361972024,3867.06706037686,3605.44010358655,3573.15570230824,3189.79540382642,3611.60101144752
Tonga,GDP per capita (current US$),4581.78324469272,4428.14652130855,4354.24436028041,4336.23960272654,4157.87724876095,4513.4325306349,4740.70027224476,4903.01213835449,4624.82344882844,
South Asia (IDA & IBRD),GDP per capita (current US$),1366.05942528235,1383.31690853857,1496.01499570479,1543.04813072167,1696.73962856355,1911.32975360518,1944.00663468586,1987.5683404338,1875.44139149022,2176.77667126391
Sub-Saharan Africa (IDA & IBRD countries),GDP per capita (current US$),1852.84089188473,1913.7372257658,1928.53420210314,1692.67429410075,1538.24441673709,1622.98261366666,1606.86341924427,1618.92077064803,1501.77942150021,1645.47294380133
Trinidad and Tobago,GDP per capita (current US$),19171.2108164078,20162.7332078869,20290.5197094005,18383.5386974985,16241.4109625626,16747.9067034094,17139.185674458,17123.1162867028,15285.9404867715,15243.1228674692
Tunisia,GDP per capita (current US$),4361.68433825322,4444.84748811162,4543.9922759811,4094.84160230737,3924.34909212553,3687.78031640101,3690.89693189538,3571.94504797154,3597.21852540455,3924.34392482058
Turkiye,GDP per capita (current US$),11795.6334567571,12614.7816100386,12157.9904337823,11006.2795239649,10894.6033779275,10589.667724687,9454.34844272271,9121.51516673708,8536.43331960632,9586.61245005597
Tuvalu,GDP per capita (current US$),3662.10165778331,3559.54408006796,3532.27831244697,3316.66452200309,3706.32990317796,3978.67645214273,4156.30512786743,4652.35084630288,4668.81874310357,5291.48524431543
Tanzania,GDP per capita (current US$),867.857482910156,970.399597167969,1030.07763671875,947.933349609375,966.502990722656,1004.90661621094,1042.83874511719,1085.88488769531,1076.4697265625,1135.53967285156
Uganda,GDP per capita (current US$),790.13145058384,810.090395014199,883.528744499561,847.267628934983,736.559847412133,746.830752928351,770.600784343292,798.585734133959,822.027681531666,858.05751272836
Ukraine,GDP per capita (current US$),4004.80444335938,4187.73974609375,3104.64331054688,2124.66235351563,2187.73046875,2638.326171875,3096.56176757813,3661.45629882813,3751.74072265625,4835.57177734375
Upper middle income,GDP per capita (current US$),8031.9362100123,8551.33613541085,8746.2657033762,8149.75183997258,8041.06232407941,8834.5262262122,9448.6348536615,9548.20023835792,9166.46085400957,10835.5231684532
Uruguay,GDP per capita (current US$),15171.5801734227,16973.6892364718,16831.9481943721,15613.7459681824,16715.6334746253,18690.8938401411,18703.8602924478,17688.01500769,15418.8153089096,17020.6486362969
United States,GDP per capita (current US$),51784.4185738837,53291.1276891406,55123.8497869046,56762.7294515989,57866.7449341091,59914.777796976,62805.2537579917,65094.7994287929,63027.6795267153,69287.5365879523
Uzbekistan,GDP per capita (current US$),2267.62327535512,2419.71870345484,2628.46000757936,2753.97107219949,2704.67718798168,1916.76464246779,1597.0683366109,1784.00981608195,1749.65581532206,1983.06472288992
St. Vincent and the Grenadines,GDP per capita (current US$),6732.44432252303,7040.62861533216,7081.06547783663,7207.1707591228,7438.79221202141,7717.8465459734,8024.02849584369,8229.72248613756,7860.82135437107,7996.61400190845
"Venezuela, RB",GDP per capita (current US$),12986.2226921492,12457.7686017666,16055.6453173826,,,,,,,
British Virgin Islands,GDP per capita (current US$),,,,,,,,,,
Virgin Islands (U.S.),GDP per capita (current US$),37795.3192590675,34597.9766940328,33045.3643795999,34007.3529411765,35324.9748874586,35365.0693039774,36653.8630480089,38596.0307118282,39552.1685953523,
Vietnam,GDP per capita (current US$),2178.0431710646,2354.87411736109,2545.41676778941,2581.62244157361,2745.56558793783,2974.11722851858,3230.92771257461,3425.08925344793,3526.27457939624,3694.01904621852
Vanuatu,GDP per capita (current US$),2997.2934319817,2954.77451125652,2926.67995992932,2695.66618597973,2805.66532016404,3082.54005458882,3125.43601411444,3122.98259856381,2919.83679998348,3127.44624774101
World,GDP per capita (current US$),10648.2372249605,10815.5800128167,10976.383454178,10231.7025852204,10286.4113296305,10825.9023691211,11366.0736692165,11407.4793339488,10936.0574657438,12262.9346150446
Samoa,GDP per capita (current US$),4022.17779827995,4037.81390248134,3937.18629813855,4073.72908299755,4109.66329567126,4258.97867546454,4187.50478719379,4322.86841572276,4068.07886505264,3939.1136961541
Kosovo,GDP per capita (current US$),3410.85977956608,3704.78422059665,3902.67601270818,3520.7664492744,3759.56024604446,4009.38098680368,4384.0488917319,4416.10835754636,4310.81118337317,4986.58246912142
"Yemen, Rep.",GDP per capita (current US$),1446.53647172899,1607.15217325898,1674.00257166372,1601.80716299947,1152.73801930955,964.340343636774,758.145948927092,750.554583376727,631.681490044125,690.759273019397
South Africa,GDP per capita (current US$),8222.19727925886,7467.07918510394,6988.80873854682,6259.83968110571,5756.96574098804,6690.93984735096,7005.09541266022,6624.76186493309,5655.86765390396,6994.21165355675
Zambia,GDP per capita (current US$),1763.06944249903,1878.34681050661,1762.42781692474,1338.29092708188,1280.80654257604,1535.19657398198,1516.36837125728,1305.00103080403,985.132436038869,1120.63017052477
Zimbabwe,GDP per capita (current US$),1304.96801065699,1429.99846146678,1434.89627731806,1445.06970213198,1464.58895715841,1235.18903192064,1254.64226494434,1316.74065692871,1214.50982023534,1737.17397698043